regulator,target
Fnr,pstC
Fnr,pstS
Fnr,purM
Fnr,purN
Fnr,puuA
Fnr,puuP
Fnr,ravA
Fnr,rimM
Fnr,rnpB
Fnr,rplB
Fnr,rplC
Fnr,rplD
Fnr,rplM
Fnr,rplP
Fnr,rplS
Fnr,rplT
Fnr,rplV
Fnr,rplW
Fnr,rpmC
Fnr,rpsC
Fnr,rpsI
Fnr,rpsJ
Fnr,rpsP
Fnr,rpsQ
Fnr,rpsS
Fnr,sdhA
Fnr,sdhB
Fnr,sdhC
Fnr,sdhD
Fnr,sdhX
Fnr,sodA
Fnr,SoxR
Fnr,SoxS
Fnr,ssuA
Fnr,ssuB
Fnr,ssuC
Fnr,ssuD
Fnr,ssuE
Fnr,sucA
Fnr,sucB
Fnr,sucC
Fnr,sucD
Fnr,tap
Fnr,tar
Fnr,TdcA
Fnr,tdcB
Fnr,tdcC
Fnr,tdcD
Fnr,tdcE
Fnr,tdcF
Fnr,tdcG
Fnr,tpx
Fnr,trmD
Fnr,ubiA
Fnr,ubiC
Fnr,upp
Fnr,uraA
Fnr,uxaA
Fnr,uxaC
Fnr,viaA
Fnr,xdhA
Fnr,xdhB
Fnr,xdhC
Fnr,ybdN
Fnr,ybdZ
Fnr,ychO
Fnr,ydeJ
Fnr,ydhT
Fnr,ydhU
Fnr,ydhV
Fnr,ydhW
Fnr,ydhX
Fnr,ydhY
Fnr,yecR
Fnr,YeiL
Fnr,ygbA
Fnr,ymjE
Fnr,ynfE
Fnr,ynfF
Fnr,ynfG
Fnr,ynfH
Fnr,ysgA
Fnr,ytfE
Fnr,zwf
FabR,fabA
FabR,fabB
FadR,accA
FadR,AccB
FadR,accC
FadR,accD
FadR,fabA
FadR,fabB
FadR,fabD
FadR,fabG
FadR,fabH
FadR,fabI
FadR,fadA
FadR,fadB
FadR,fadD
FadR,fadE
FadR,fadH
FadR,fadI
FadR,fadJ
FadR,fadL
FadR,fadM
FadR,FadR
FadR,IclR
FadR,uspA
FeaR,feaB
FeaR,tynA
FhlA,fdhF
FhlA,FhlA
FhlA,focB
FhlA,hycA
FhlA,hycB
FhlA,hycC
FhlA,hycD
FhlA,hycE
FhlA,hycF
FhlA,hycG
FhlA,hycH
FhlA,hycI
FhlA,hydN
FhlA,hyfA
FhlA,hyfB
FhlA,hyfC
FhlA,hyfD
FhlA,hyfE
FhlA,hyfF
FhlA,hyfG
FhlA,hyfH
FhlA,hyfI
FhlA,hyfJ
FhlA,HyfR
FhlA,hypA
FhlA,hypB
FhlA,hypC
FhlA,hypD
FhlA,hypE
FhlA,hypF
Fis,acnB
Fis,acs
Fis,actP
Fis,adhE
Fis,alaT
Fis,alaU
Fis,alaV
Fis,alaW
Fis,alaX
Fis,aldB
Fis,ansB
Fis,apaG
Fis,apaH
Fis,argU
Fis,argW
Fis,argX
Fis,aspV
Fis,bglB
Fis,bglF
Fis,bglG
Fis,carA
Fis,carB
Fis,cbpA
Fis,cbpM
Fis,Crp
Fis,CRP-Sxy
Fis,CspA
Fis,cspI
Fis,cyoA
Fis,cyoB
Fis,cyoC
Fis,cyoD
Fis,cyoE
Fis,cysG
Fis,deoA
Fis,deoB
Fis,deoC
Fis,deoD
Fis,dmsA
Fis,dmsB
Fis,dmsC
Fis,DnaA
Fis,dnaN
Fis,dps
Fis,dusB
Fis,emrD
Fis,fadA
Fis,fadB
Fis,Fis
Fis,flxA
Fis,fumB
Fis,gadA
Fis,gadB
Fis,gadC
Fis,GadX
Fis,GlcC
Fis,glnA
Fis,NtrC
Fis,glnL
Fis,glnQ
Fis,glnU
Fis,glnV
Fis,glnW
Fis,glnX
Fis,glpA
Fis,glpB
Fis,glpC
Fis,glpQ
Fis,glpT
Fis,gltT
Fis,gltU
Fis,gltV
Fis,gltW
Fis,gltX
Fis,glyT
Fis,glyU
Fis,grcA
Fis,guaA
Fis,guaB
Fis,gyrA
Fis,gyrB
Fis,hisR
Fis,hlyE
Fis,H-NS
Fis,HU
Fis,hyaA
Fis,hyaB
Fis,hyaC
Fis,hyaD
Fis,hyaE
Fis,hyaF
Fis,ileT
Fis,ileU
Fis,ileV
Fis,infB
Fis,katE
Fis,leuP
Fis,leuQ
Fis,leuT
Fis,leuV
Fis,leuW
Fis,leuX
Fis,lpd
Fis,lysT
Fis,lysV
Fis,lysW
Fis,malE
Fis,malF
Fis,malG
Fis,malH
Fis,MarA
Fis,marB
Fis,MarR
Fis,MazE
Fis,MazE-MazF
Fis,mazG
Fis,metT
Fis,metU
Fis,metY
Fis,mglA
Fis,mglC
Fis,msrA
Fis,mtlA
Fis,mtlD
Fis,mtlR
Fis,nanA
Fis,nanE
Fis,nanK
Fis,nanQ
Fis,nanT
Fis,narG
Fis,narH
Fis,narI
Fis,narJ
Fis,narK
Fis,narS
Fis,nirB
Fis,nirC
Fis,nirD
Fis,nrdA
Fis,nrdB
Fis,nrfA
Fis,nrfB
Fis,nrfC
Fis,nrfD
Fis,nrfE
Fis,nrfF
Fis,nrfG
Fis,nuoA
Fis,nuoB
Fis,nuoC
Fis,nuoE
Fis,nuoF
Fis,nuoG
Fis,nuoH
Fis,nuoI
Fis,nuoJ
Fis,nuoK
Fis,nuoL
Fis,nuoM
Fis,nuoN
Fis,nusA
Fis,ogt
Fis,osmE
Fis,osmY
Fis,patA
Fis,pdxA
Fis,pflB
Fis,pheU
Fis,pheV
Fis,pnp
Fis,proK
Fis,proL
Fis,proM
Fis,proP
Fis,pyrD
Fis,queA
Fis,rbfA
Fis,recF
Fis,rimP
Fis,rplM
Fis,rpsI
Fis,rpsO
Fis,rrfA
Fis,rrfB
Fis,rrfC
Fis,rrfD
Fis,rrfE
Fis,rrfF
Fis,rrfG
Fis,rrfH
Fis,rrlA
Fis,rrlB
Fis,rrlC
Fis,rrlD
Fis,rrlE
Fis,rrlG
Fis,rrlH
Fis,rrsA
Fis,rrsB
Fis,rrsC
Fis,rrsD
Fis,rrsE
Fis,rrsG
Fis,rrsH
Fis,rsmA
Fis,serT
Fis,serX
Fis,sra
Fis,thrT
Fis,thrU
Fis,thrV
Fis,thrW
Fis,tpr
Fis,trg
Fis,trmA
Fis,truB
Fis,tufB
Fis,tyrT
Fis,tyrU
Fis,tyrV
Fis,valT
Fis,valU
Fis,valX
Fis,valY
Fis,xylF
Fis,xylG
Fis,xylH
Fis,XylR
Fis,yeaR
Fis,yfaE
Fis,yjcH
Fis,yoaG
FlhDC,ccmA
FlhDC,ccmB
FlhDC,ccmC
FlhDC,ccmD
FlhDC,ccmE
FlhDC,ccmF
FlhDC,ccmG
FlhDC,ccmH
FlhDC,flgA
FlhDC,flgB
FlhDC,flgC
FlhDC,flgD
FlhDC,flgE
FlhDC,flgF
FlhDC,flgG
FlhDC,flgH
FlhDC,flgI
FlhDC,flgJ
FlhDC,flgM
FlhDC,flgN
FlhDC,flhA
FlhDC,flhB
FlhDC,flhE
FlhDC,FliA
FlhDC,fliD
FlhDC,fliE
FlhDC,fliF
FlhDC,fliG
FlhDC,fliH
FlhDC,fliI
FlhDC,fliJ
FlhDC,fliK
FlhDC,fliL
FlhDC,fliM
FlhDC,fliN
FlhDC,fliO
FlhDC,fliP
FlhDC,fliQ
FlhDC,fliR
FlhDC,fliS
FlhDC,fliT
FlhDC,FliZ
FlhDC,glpA
FlhDC,glpB
FlhDC,glpC
FlhDC,gltI
FlhDC,gltJ
FlhDC,gltK
FlhDC,gltL
FlhDC,hydN
FlhDC,hypF
FlhDC,mdh
FlhDC,mglA
FlhDC,mglB
FlhDC,mglC
FlhDC,napA
FlhDC,napB
FlhDC,napC
FlhDC,napD
FlhDC,napF
FlhDC,napG
FlhDC,napH
FlhDC,nrfA
FlhDC,nrfB
FlhDC,nrfC
FlhDC,nrfD
FlhDC,nrfE
FlhDC,nrfF
FlhDC,nrfG
FlhDC,pdeH
FlhDC,ppdA
FlhDC,ppdB
FlhDC,ppdC
FlhDC,recC
FlhDC,sroC
FlhDC,tcyJ
FlhDC,ycgR
FlhDC,yecR
FlhDC,ygbK
FlhDC,ygdB
FliZ,csgA
FliZ,csgB
FliZ,csgC
FliZ,CsgD
FliZ,csgE
FliZ,csgF
FliZ,csgG
FliZ,FlhDC
FliZ,gadB
FliZ,gadC
FliZ,GadE
FliZ,GadE-RcsB
FliZ,gadF
FliZ,hdeA
FliZ,hdeB
FliZ,mdtE
FliZ,mdtF
FliZ,MlrA
FliZ,osmY
FliZ,pdeR
FliZ,yhiD
FrlR,frlA
FrlR,frlB
FrlR,frlC
FrlR,frlD
FrlR,FrlR
FucR,fucA
FucR,fucI
FucR,fucK
FucR,fucO
FucR,fucP
FucR,FucR
FucR,fucU
Fur,aspC
Fur,cirA
Fur,cyoA
Fur,cyoB
Fur,cyoC
Fur,cyoD
Fur,cyoE
Fur,entA
Fur,entB
Fur,entC
Fur,entD
Fur,entE
Fur,entF
Fur,entH
Fur,esrE
Fur,exbB
Fur,exbD
Fur,fecA
Fur,fecB
Fur,fecC
Fur,fecD
Fur,fecE
Fur,FecI
Fur,fecR
Fur,feoA
Fur,feoB
Fur,feoC
Fur,fepA
Fur,fepB
Fur,fepC
Fur,fepD
Fur,fepE
Fur,fepG
Fur,fes
Fur,fhuA
Fur,fhuB
Fur,fhuC
Fur,fhuD
Fur,fhuE
Fur,fhuF
Fur,fiu
Fur,FlhDC
Fur,Fnr
Fur,ftnA
Fur,fumB
Fur,fumC
Fur,Fur
Fur,garK
Fur,garL
Fur,garP
Fur,garR
Fur,glnD
Fur,gltB
Fur,gltD
Fur,gltF
Fur,gnd
Fur,gpmA
Fur,grcA
Fur,gspC
Fur,gspD
Fur,gspE
Fur,gspF
Fur,gspG
Fur,gspH
Fur,gspI
Fur,gspJ
Fur,gspK
Fur,gspL
Fur,gspM
Fur,gspO
Fur,hmp
Fur,katE
Fur,katG
Fur,metH
Fur,MetJ
Fur,mntH
Fur,mntP
Fur,Nac
Fur,ndh
Fur,nfeF
Fur,nohA
Fur,nrdE
Fur,nrdF
Fur,nrdH
Fur,nrdI
Fur,ompF
Fur,ompW
Fur,oppA
Fur,oppB
Fur,oppC
Fur,oppD
Fur,oppF
Fur,PurR
Fur,pyrC
Fur,rcnA
Fur,rcnB
Fur,rnpB
Fur,RpoS
Fur,ryhB
Fur,sdhA
Fur,sdhB
Fur,sdhC
Fur,sdhD
Fur,sdhX
Fur,sodA
Fur,SoxR
Fur,SoxS
Fur,stfQ
Fur,sucA
Fur,sucB
Fur,sucC
Fur,sucD
Fur,sufA
Fur,sufB
Fur,sufC
Fur,sufD
Fur,sufE
Fur,sufS
Fur,tfaQ
Fur,ybdZ
Fur,ygaC
Fur,yhhY
Fur,yjjZ
Fur,zinT
Fur,zwf
GadE,cyoA
GadE,cyoB
GadE,cyoC
GadE,cyoD
GadE,cyoE
GadE,fabZ
GadE,fliC
GadE,fliX
GadE,gadB
GadE,gadC
GadE,GadE
GadE,GadE-RcsB
GadE,gadF
GadE,GadW
GadE,GadX
GadE,gltB
GadE,gltD
GadE,gltF
GadE,gnd
GadE,hdeA
GadE,hdeB
GadE,hdeD
GadE,lpxA
GadE,lpxD
GadE,Lrp
GadE,mdtE
GadE,mdtF
GadE,purA
GadE,RcsAB
GadE,skp
GadE,yhiD
GadE,yhiM
GadE,yjbQ
GadE,yjbR
GadE-RcsB,adiC
GadE-RcsB,aslB
GadE-RcsB,cadA
GadE-RcsB,cadB
GadE-RcsB,dctR
GadE-RcsB,gadA
GadE-RcsB,GadX
GadE-RcsB,slp
GadE-RcsB,yhiM
GadW,dctR
GadW,GadE
GadW,GadE-RcsB
GadW,gadF
GadW,GadW
GadW,gadY
GadW,mdtE
GadW,mdtF
GadW,slp
GadX,amtB
GadX,asnB
GadX,btuB
GadX,cadA
GadX,cadB
GadX,dctR
GadX,dtpA
GadX,gadA
GadX,gadB
GadX,gadC
GadX,GadE
GadX,GadE-RcsB
GadX,gadF
GadX,GadX
GadX,gadY
GadX,glnK
GadX,glsA
GadX,hdeD
GadX,H-NS
GadX,lon
GadX,mdtE
GadX,mdtF
GadX,murI
GadX,RpoS
GadX,slp
GadX,speG
GadX,uspE
GadX,ybaT
GadX,ydeM
GadX,ydeN
GadX,ynfB
GalR,galP
GalR,GalR
GalR,GalS
GalR,mglA
GalR,mglB
GalR,mglC
GalS,galP
GalS,GalR
GalS,GalS
GalS,mglA
GalS,mglB
GalS,mglC
GatR,gatA
GatR,gatB
GatR,gatD
GatR,gatY
GatR,gatZ
GcvA,GcvA
GcvA,gcvB
GlaR,gabD
GlaR,gabP
GlaR,gabT
GlaR,glaH
GlaR,lhgD
GlcC,glcA
GlcC,glcB
GlcC,GlcC
GlcC,glcD
GlcC,glcE
GlcC,glcF
GlcC,glcG
GlpR,glpA
GlpR,glpB
GlpR,glpC
GlpR,glpD
GlpR,glpF
GlpR,glpK
GlpR,glpQ
GlpR,glpT
GlpR,glpX
GlrR,glmY
GlrR,RpoE
GlrR,rseA
GlrR,rseB
GlrR,rseC
GlrR,rseD
GntR,eda
GntR,edd
GntR,gntK
GntR,gntT
GntR,gntU
GntR,idnD
GntR,idnK
GntR,idnO
GntR,IdnR
GntR,idnT
GntR,nfuA
GntR,yhgH
GutM,GutM
GutM,gutQ
GutM,srlA
GutM,srlB
GutM,srlD
GutM,srlE
GutM,SrlR
H-NS,acrE
H-NS,acrF
H-NS,adeD
H-NS,adiA
H-NS,AdiY
H-NS,alaU
H-NS,alaV
H-NS,AppY
H-NS,asr
H-NS,bglB
H-NS,bglF
H-NS,bglG
H-NS,RcsB-BglJ
H-NS,BolA
H-NS,cadA
H-NS,cadB
H-NS,CadC
H-NS,caiA
H-NS,caiB
H-NS,caiC
H-NS,caiD
H-NS,caiE
H-NS,CaiF
H-NS,caiT
H-NS,cas1
H-NS,cas2
H-NS,casA
H-NS,casB
H-NS,casC
H-NS,casD
H-NS,casE
H-NS,chiA
H-NS,cmoM
H-NS,CsgD
H-NS,csgE
H-NS,csgF
H-NS,csgG
H-NS,csiE
H-NS,CspA
H-NS,cspD
H-NS,cydA
H-NS,cydB
H-NS,cysA
H-NS,cysG
H-NS,cysM
H-NS,cysP
H-NS,cysU
H-NS,cysW
H-NS,dctR
H-NS,degP
H-NS,dps
H-NS,entF
H-NS,EvgA
H-NS,evgS
H-NS,fau
H-NS,fepE
H-NS,fes
H-NS,fimA
H-NS,fimB
H-NS,fimC
H-NS,fimD
H-NS,fimE
H-NS,fimF
H-NS,fimG
H-NS,fimH
H-NS,fimI
H-NS,FlhDC
H-NS,FliA
H-NS,fliC
H-NS,fliX
H-NS,FliZ
H-NS,ftnA
H-NS,gabD
H-NS,gabP
H-NS,gabT
H-NS,gadA
H-NS,GadE
H-NS,GadE-RcsB
H-NS,gadF
H-NS,GadW
H-NS,GadX
H-NS,galE
H-NS,galK
H-NS,galM
H-NS,galT
H-NS,garK
H-NS,garL
H-NS,garP
H-NS,garR
H-NS,glaH
H-NS,gltT
H-NS,gltU
H-NS,gltW
H-NS,gspA
H-NS,gspB
H-NS,gspC
H-NS,gspD
H-NS,gspE
H-NS,gspF
H-NS,gspG
H-NS,gspH
H-NS,gspI
H-NS,gspJ
H-NS,gspK
H-NS,gspL
H-NS,gspM
H-NS,gspO
H-NS,GutM
H-NS,gutQ
H-NS,hchA
H-NS,hdeA
H-NS,hdeB
H-NS,hdeD
H-NS,HdfR
H-NS,hisJ
H-NS,hisM
H-NS,hisP
H-NS,hisQ
H-NS,H-NS
H-NS,ileU
H-NS,ileV
H-NS,ilvH
H-NS,ilvI
H-NS,lacA
H-NS,lacY
H-NS,lacZ
H-NS,LeuO
H-NS,lhgD
H-NS,Lrp
H-NS,malE
H-NS,malF
H-NS,malG
H-NS,malH
H-NS,MazE
H-NS,MazE-MazF
H-NS,mdtE
H-NS,mdtF
H-NS,mdtI
H-NS,mdtJ
H-NS,mdtU
H-NS,micF
H-NS,mukB
H-NS,mukE
H-NS,mukF
H-NS,nhaA
H-NS,NhaR
H-NS,nirB
H-NS,nirC
H-NS,nirD
H-NS,nrdA
H-NS,nrdB
H-NS,nrdD
H-NS,nrdG
H-NS,osmC
H-NS,proV
H-NS,proW
H-NS,proX
H-NS,RcsAB
H-NS,RcsB
H-NS,rcsD
H-NS,relA
H-NS,rnpB
H-NS,rrfB
H-NS,rrfC
H-NS,rrfD
H-NS,rrfF
H-NS,rrfG
H-NS,rrfH
H-NS,rrlB
H-NS,rrlC
H-NS,rrlD
H-NS,rrlG
H-NS,rrlH
H-NS,rrsB
H-NS,rrsC
H-NS,rrsD
H-NS,rrsG
H-NS,rrsH
H-NS,slp
H-NS,srlA
H-NS,srlB
H-NS,srlD
H-NS,srlE
H-NS,SrlR
H-NS,ssrS
H-NS,StpA
H-NS,tcyJ
H-NS,thrV
H-NS,ybdZ
H-NS,yciE
H-NS,yciF
H-NS,yciG
H-NS,YdeO
H-NS,ydeP
H-NS,yfaE
H-NS,yhiD
H-NS,yhiM
H-NS,yjjP
H-NS,YjjQ
HU,galE
HU,galK
HU,galM
HU,galT
HU,micF
HU,mtr
HU,pgm
HU,seqA
HU,tyrP
HcaR,hcaB
HcaR,hcaC
HcaR,hcaD
HcaR,hcaE
HcaR,hcaF
HcaR,HcaR
HdfR,FlhDC
HdfR,gltB
HdfR,gltD
HdfR,gltF
HicB,hicA
HicB,HicB
HigA,HigA
HigA,HigBA
HigBA,HigA
HigBA,HigBA
HipAB,HipAB
HipAB,HipB
HipAB,MazE
HipAB,MazE-MazF
HipAB,relA
HipB,fadH
HipB,HipAB
HipB,HipB
HipB,MazE
HipB,MazE-MazF
HipB,relA
HprR,cusA
HprR,cusB
HprR,cusC
HprR,cusF
HprR,CusR
HprR,cusS
HprR,cyoA
HprR,cyoB
HprR,cyoC
HprR,cyoD
HprR,cyoE
HprR,hiuH
HyfR,focB
HyfR,hyfA
HyfR,hyfB
HyfR,hyfC
HyfR,hyfD
HyfR,hyfE
HyfR,hyfF
HyfR,hyfG
HyfR,hyfH
HyfR,hyfI
HyfR,hyfJ
HyfR,HyfR
HypT,cydA
HypT,cydB
HypT,cysH
HypT,fecA
HypT,fecB
HypT,fecC
HypT,fecD
HypT,fecE
HypT,metB
HypT,metI
HypT,metL
HypT,metN
HypT,metQ
IHF,aceA
IHF,aceB
IHF,aceK
IHF,acs
IHF,actP
IHF,adiA
IHF,amiA
IHF,atoA
IHF,atoB
IHF,atoD
IHF,atoE
IHF,CsgD
IHF,csgE
IHF,csgF
IHF,csgG
IHF,csrB
IHF,cysH
IHF,cysI
IHF,cysJ
IHF,dcuD
IHF,dmsA
IHF,dmsB
IHF,dmsC
IHF,dppA
IHF,dppB
IHF,dppC
IHF,dppD
IHF,dppF
IHF,dps
IHF,dusB
IHF,envZ
IHF,FhlA
IHF,fimA
IHF,fimB
IHF,fimC
IHF,fimD
IHF,fimF
IHF,fimG
IHF,fimH
IHF,fimI
IHF,Fis
IHF,FlhDC
IHF,FliA
IHF,FliZ
IHF,Fnr
IHF,focA
IHF,folA
IHF,gcd
IHF,glcA
IHF,glcB
IHF,glcD
IHF,glcE
IHF,glcF
IHF,glcG
IHF,glmY
IHF,glnH
IHF,glnP
IHF,glnQ
IHF,glpQ
IHF,glpT
IHF,gltA
IHF,gltB
IHF,gltD
IHF,gltF
IHF,hemA
IHF,hemF
IHF,HipAB
IHF,HipB
IHF,hpt
IHF,htrE
IHF,hycA
IHF,hycB
IHF,hycC
IHF,hycD
IHF,hycE
IHF,hycF
IHF,hycG
IHF,hycH
IHF,hycI
IHF,hypA
IHF,hypB
IHF,hypC
IHF,hypD
IHF,hypE
IHF,ibpB
IHF,IHF
IHF,lyxK
IHF,micF
IHF,mtr
IHF,narG
IHF,narH
IHF,narI
IHF,narJ
IHF,narK
IHF,narS
IHF,ndh
IHF,nuoA
IHF,nuoB
IHF,nuoC
IHF,nuoE
IHF,nuoF
IHF,nuoG
IHF,nuoH
IHF,nuoI
IHF,nuoJ
IHF,nuoK
IHF,nuoL
IHF,nuoM
IHF,nuoN
IHF,ompC
IHF,OmpR
IHF,osmE
IHF,osmY
IHF,paaA
IHF,paaB
IHF,paaC
IHF,paaD
IHF,paaE
IHF,paaF
IHF,paaG
IHF,paaH
IHF,paaI
IHF,paaJ
IHF,paaK
IHF,paaZ
IHF,patA
IHF,pflB
IHF,phoU
IHF,PlaR
IHF,prfA
IHF,prmC
IHF,proV
IHF,proW
IHF,proX
IHF,pspA
IHF,pspB
IHF,pspC
IHF,pspD
IHF,pspE
IHF,pspG
IHF,pspH
IHF,pstA
IHF,pstB
IHF,pstC
IHF,pstS
IHF,RpoE
IHF,RpoH
IHF,rseA
IHF,rseB
IHF,rseC
IHF,rseD
IHF,rtcA
IHF,rtcB
IHF,sdhX
IHF,sgbE
IHF,sgbH
IHF,sgbU
IHF,sodA
IHF,sodB
IHF,sra
IHF,sucA
IHF,sucB
IHF,sucC
IHF,sucD
IHF,sufA
IHF,sufB
IHF,sufC
IHF,sufD
IHF,sufE
IHF,sufS
IHF,tcyJ
IHF,TdcA
IHF,tdcB
IHF,tdcC
IHF,tdcD
IHF,tdcE
IHF,tdcF
IHF,tdcG
IHF,tyrP
IHF,ubiA
IHF,ubiC
IHF,ulaA
IHF,ulaB
IHF,ulaC
IHF,ulaD
IHF,ulaE
IHF,ulaF
IHF,ulaG
IHF,uspA
IHF,uspB
IHF,yadV
IHF,YeiL
IHF,yiaK
IHF,yiaL
IHF,yiaM
IHF,yiaN
IHF,yiaO
IHF,yjbE
IHF,yjbF
IHF,yjbG
IHF,yjbH
IHF,yjcH
IclR,aceA
IclR,aceB
IclR,aceK
IclR,IclR
IdnR,gntK
IdnR,gntU
IdnR,idnD
IdnR,idnK
IdnR,idnO
IdnR,IdnR
IdnR,idnT
IlvY,ilvC
IlvY,IlvY
IscR,erpA
IscR,hyaA
IscR,hyaB
IscR,hyaC
IscR,hyaD
IscR,hyaE
IscR,hyaF
IscR,iscA
IscR,IscR
IscR,iscS
IscR,iscU
IscR,napA
IscR,napB
IscR,napC
IscR,napD
IscR,napF
IscR,napG
IscR,napH
IscR,nfuA
IscR,nrdE
IscR,nrdF
IscR,nrdH
IscR,nrdI
IscR,rnlA
IscR,rnlB
IscR,selO
IscR,sufA
IscR,sufB
IscR,sufC
IscR,sufD
IscR,sufE
IscR,sufS
KdgR,eda
KdgR,edd
KdpE,kdpA
KdpE,kdpB
KdpE,kdpC
KdpE,kdpF
LacI,lacA
LacI,lacY
LacI,lacZ
LeuO,bglB
LeuO,bglF
LeuO,bglG
LeuO,RcsB-BglJ
LeuO,CadC
LeuO,cas1
LeuO,cas2
LeuO,casA
LeuO,casB
LeuO,casC
LeuO,casD
LeuO,casE
LeuO,dsrA
LeuO,leuA
LeuO,leuB
LeuO,leuC
LeuO,leuD
LeuO,leuL
LeuO,YjjQ
LexA,cho
LexA,ddlB
LexA,dinB
LexA,dinD
LexA,dinF
LexA,dinG
LexA,dinI
LexA,DinJ-YafQ
LexA,dinQ
LexA,dnaG
LexA,ftsA
LexA,ftsI
LexA,ftsK
LexA,ftsL
LexA,ftsQ
LexA,ftsW
LexA,ftsZ
LexA,hokE
LexA,insK
LexA,LexA
LexA,lpxC
LexA,mraY
LexA,murC
LexA,murD
LexA,murE
LexA,murF
LexA,murG
LexA,phr
LexA,polB
LexA,ptrA
LexA,recA
LexA,recB
LexA,recD
LexA,recN
LexA,recQ
LexA,recX
LexA,RpoD
LexA,rpsU
LexA,ruvA
LexA,ruvB
LexA,sbmC
LexA,ssb
LexA,sulA
LexA,symE
LexA,tisB
LexA,umuC
LexA,umuD
LexA,uvrA
LexA,uvrB
LexA,uvrC
LexA,uvrD
LexA,UvrY
LexA,yafN
LexA,yafO
LexA,yafP
LexA,ybfE
LexA,ybiB
LexA,ydjM
LexA,yebG
LexA,yehF
LrhA,fimE
LrhA,FlhDC
LrhA,LeuO
LrhA,LrhA
Lrp,adhE
Lrp,AidB
Lrp,alaA
Lrp,alaE
Lrp,alaT
Lrp,alaU
Lrp,alaV
Lrp,argO
Lrp,aroA
Lrp,avtA
Lrp,cadA
Lrp,cadB
Lrp,dadA
Lrp,dadX
Lrp,fau
Lrp,fimA
Lrp,fimC
Lrp,fimD
Lrp,fimE
Lrp,fimF
Lrp,fimG
Lrp,fimH
Lrp,fimI
Lrp,gabD
Lrp,gabP
Lrp,gabT
Lrp,gcvH
Lrp,gcvP
Lrp,gcvT
Lrp,glaH
Lrp,gltB
Lrp,gltD
Lrp,gltF
Lrp,gltT
Lrp,gltU
Lrp,gltV
Lrp,gltW
Lrp,hdeA
Lrp,hdeB
Lrp,ileT
Lrp,ileU
Lrp,ileV
Lrp,ilvA
Lrp,ilvD
Lrp,ilvE
Lrp,ilvL
Lrp,ilvM
Lrp,ilvX
Lrp,kbl
